SAMPLE	AUTO_HQ_median	N_BINS
NA18647.by1000.	33.89	142070
NA18648.by1000.	34.93	142070
NA18740.by1000.	34.2	142070
NA18745.by1000.	34.28	142070
NA18747.by1000.	32.52	142070
NA18748.by1000.	36.64	142070
NA18749.by1000.	30.38	142070
NA18757.by1000.	29.95	142070
NA18852.by1000.	35.19	142070
NA18853.by1000.	34.15	142070
NA18854.by1000.	35.76	142070
NA18855.by1000.	34.09	142070
NA18856.by1000.	32.44	142070
NA18857.by1000.	33.89	142070
NA18858.by1000.	34.73	142070
NA18859.by1000.	31.65	142070
NA18860.by1000.	29.18	142070
NA18861.by1000.	32.3	142070
NA18862.by1000.	34.98	142070
NA18863.by1000.	34.19	142070
NA18864.by1000.	30.02	142070
NA18865.by1000.	32.69	142070
NA18867.by1000.	32.56	142070
NA18868.by1000.	33.49	142070
NA18869.by1000.	33.0	142070
NA18870.by1000.	34.5	142070
NA18871.by1000.	43.93	142070
NA18872.by1000.	35.34	142070
NA18873.by1000.	32.29	142070
NA18874.by1000.	30.56	142070
NA18875.by1000.	33.25	142070
NA18876.by1000.	32.14	142070
NA18877.by1000.	32.36	142070
NA18878.by1000.	36.38	142070
NA18879.by1000.	40.96	142070
NA18881.by1000.	56.5	142070
NA18906.by1000.	32.94	142070
NA18907.by1000.	32.5	142070
NA18908.by1000.	32.02	142070
NA18909.by1000.	32.48	142070
NA18910.by1000.	32.82	142070
NA18911.by1000.	28.1	142070
NA18912.by1000.	34.04	142070
NA18913.by1000.	30.62	142070
NA18914.by1000.	33.95	142070
NA18915.by1000.	39.98	142070
NA18916.by1000.	33.96	142070
NA18917.by1000.	32.72	142070
NA18923.by1000.	32.94	142070
NA18924.by1000.	33.47	142070
NA18925.by1000.	34.5	142070
NA18930.by1000.	33.56	142070
NA18933.by1000.	31.15	142070
NA18934.by1000.	30.46	142070
NA18935.by1000.	32.92	142070
NA18939.by1000.	31.05	142070
NA18940.by1000.	34.32	142070
NA18941.by1000.	32.37	142070
NA18942.by1000.	34.08	142070
NA18943.by1000.	33.46	142070
NA18944.by1000.	30.59	142070
NA18945.by1000.	33.46	142070
NA18946.by1000.	30.82	142070
NA18947.by1000.	32.27	142070
NA18948.by1000.	31.84	142070
NA18949.by1000.	32.7	142070
NA18950.by1000.	32.26	142070
NA18951.by1000.	34.72	142070
NA18952.by1000.	34.34	142070
NA18953.by1000.	33.08	142070
NA18954.by1000.	33.24	142070
NA18956.by1000.	31.25	142070
NA18957.by1000.	31.42	142070
NA18959.by1000.	44.18	142070
NA18960.by1000.	34.06	142070
NA18961.by1000.	32.26	142070
NA18962.by1000.	34.98	142070
NA18963.by1000.	33.04	142070
NA18964.by1000.	32.52	142070
NA18965.by1000.	35.52	142070
NA18966.by1000.	35.21	142070
NA18967.by1000.	35.95	142070
NA18968.by1000.	36.13	142070
NA18969.by1000.	34.97	142070
NA18970.by1000.	40.82	142070
NA18971.by1000.	34.41	142070
NA18972.by1000.	39.26	142070
NA18973.by1000.	35.68	142070
NA18974.by1000.	43.31	142070
NA18975.by1000.	33.31	142070
NA18976.by1000.	32.2	142070
NA18977.by1000.	33.08	142070
NA18978.by1000.	33.1	142070
NA18979.by1000.	37.9	142070
NA18980.by1000.	33.67	142070
NA18981.by1000.	29.76	142070
NA18982.by1000.	31.16	142070
NA18983.by1000.	31.19	142070
NA18984.by1000.	33.4	142070
NA18985.by1000.	32.21	142070
NA18986.by1000.	38.41	142070
NA18987.by1000.	30.28	142070
NA18988.by1000.	32.5	142070
NA18989.by1000.	43.52	142070
NA18990.by1000.	34.84	142070
NA18991.by1000.	31.61	142070
NA18992.by1000.	30.5	142070
NA18993.by1000.	32.9	142070
NA18994.by1000.	37.75	142070
NA18995.by1000.	35.53	142070
NA18997.by1000.	32.68	142070
NA18998.by1000.	33.55	142070
NA18999.by1000.	35.36	142070
NA19000.by1000.	34.86	142070
NA19001.by1000.	32.89	142070
NA19002.by1000.	35.46	142070
NA19003.by1000.	30.7	142070
NA19004.by1000.	33.26	142070
NA19005.by1000.	33.02	142070
NA19006.by1000.	32.05	142070
NA19007.by1000.	30.82	142070
NA19009.by1000.	38.11	142070
NA19010.by1000.	34.63	142070
NA19011.by1000.	34.14	142070
NA19012.by1000.	36.99	142070
NA19017.by1000.	37.33	142070
NA19019.by1000.	35.74	142070
NA19020.by1000.	33.14	142070
NA19023.by1000.	33.29	142070
NA19024.by1000.	32.945	142070
NA19025.by1000.	33.99	142070
NA19026.by1000.	32.02	142070
NA19027.by1000.	36.71	142070
NA19028.by1000.	32.96	142070
NA19030.by1000.	32.75	142070
NA19031.by1000.	54.94	142070
NA19035.by1000.	36.55	142070
NA19036.by1000.	50.28	142070
NA19037.by1000.	39.18	142070
NA19038.by1000.	33.91	142070
NA19041.by1000.	29.18	142070
NA19042.by1000.	39.29	142070
NA19043.by1000.	38.11	142070
NA19054.by1000.	32.96	142070
NA19055.by1000.	41.55	142070
NA19056.by1000.	33.64	142070
NA19057.by1000.	31.93	142070
NA19058.by1000.	31.79	142070
NA19059.by1000.	33.7	142070
NA19060.by1000.	34.28	142070
NA19062.by1000.	31.38	142070
NA19063.by1000.	40.44	142070
NA19064.by1000.	34.98	142070
NA19065.by1000.	32.39	142070
NA19066.by1000.	30.98	142070
NA19067.by1000.	33.9	142070
NA19068.by1000.	34.17	142070
NA19070.by1000.	33.59	142070
NA19072.by1000.	35.77	142070
NA19074.by1000.	34.35	142070
NA19075.by1000.	33.8	142070
NA19076.by1000.	40.58	142070
NA19077.by1000.	33.36	142070
NA19078.by1000.	35.89	142070
NA19079.by1000.	48.54	142070
NA19080.by1000.	31.27	142070
NA19081.by1000.	31.12	142070
NA19082.by1000.	31.65	142070
NA19083.by1000.	30.47	142070
NA19084.by1000.	37.9	142070
NA19085.by1000.	30.19	142070
NA19086.by1000.	34.44	142070
NA19087.by1000.	32.63	142070
NA19088.by1000.	36.15	142070
NA19089.by1000.	33.61	142070
NA19090.by1000.	41.8	142070
NA19091.by1000.	35.94	142070
NA19092.by1000.	34.74	142070
NA19093.by1000.	35.99	142070
NA19094.by1000.	30.4	142070
NA19095.by1000.	31.11	142070
NA19096.by1000.	34.18	142070
NA19097.by1000.	35.29	142070
NA19098.by1000.	36.78	142070
NA19099.by1000.	37.67	142070
NA19100.by1000.	33.37	142070
NA19101.by1000.	30.95	142070
NA19102.by1000.	31.69	142070
NA19103.by1000.	34.77	142070
NA19107.by1000.	32.86	142070
NA19108.by1000.	32.3	142070
NA19109.by1000.	34.86	142070
NA19113.by1000.	32.87	142070
NA19114.by1000.	31.38	142070
NA19115.by1000.	35.26	142070
NA19116.by1000.	34.5	142070
NA19117.by1000.	31.57	142070
NA19118.by1000.	37.09	142070
NA19119.by1000.	30.87	142070
NA19120.by1000.	29.2	142070
NA19121.by1000.	30.8	142070
NA19122.by1000.	34.5	142070
NA19123.by1000.	32.82	142070
NA19127.by1000.	33.36	142070
NA19128.by1000.	33.65	142070
NA19129.by1000.	35.21	142070
NA19130.by1000.	33.13	142070
NA19131.by1000.	38.49	142070
NA19132.by1000.	31.25	142070
NA19137.by1000.	31.67	142070
NA19138.by1000.	33.08	142070
NA19139.by1000.	34.05	142070
NA19140.by1000.	32.83	142070
NA19141.by1000.	29.73	142070
NA19142.by1000.	28.63	142070
NA19143.by1000.	31.81	142070
NA19144.by1000.	33.25	142070
NA19145.by1000.	34.19	142070
NA19146.by1000.	32.71	142070
NA19147.by1000.	32.45	142070
NA19148.by1000.	30.39	142070
NA19149.by1000.	32.02	142070
NA19150.by1000.	30.12	142070
NA19151.by1000.	34.2	142070
NA19152.by1000.	34.16	142070
NA19153.by1000.	34.66	142070
NA19154.by1000.	32.97	142070
NA19159.by1000.	34.51	142070
NA19160.by1000.	31.62	142070
NA19161.by1000.	35.05	142070
NA19171.by1000.	30.46	142070
NA19172.by1000.	31.4	142070
NA19173.by1000.	31.41	142070
NA19174.by1000.	33.07	142070
NA19175.by1000.	37.02	142070
NA19176.by1000.	31.63	142070
NA19177.by1000.	34.78	142070
NA19184.by1000.	30.25	142070
NA19185.by1000.	37.35	142070
NA19186.by1000.	34.22	142070
NA19189.by1000.	29.77	142070
NA19190.by1000.	38.77	142070
NA19191.by1000.	34.31	142070
NA19197.by1000.	32.5	142070
NA19198.by1000.	36.9	142070
NA19199.by1000.	33.7	142070
NA19200.by1000.	31.47	142070
NA19201.by1000.	31.54	142070
NA19202.by1000.	30.9	142070
NA19203.by1000.	33.77	142070
NA19204.by1000.	33.73	142070
NA19205.by1000.	30.57	142070
NA19206.by1000.	34.06	142070
NA19207.by1000.	35.38	142070
NA19208.by1000.	32.94	142070
NA19209.by1000.	37.34	142070
NA19210.by1000.	34.38	142070
NA19211.by1000.	35.32	142070
NA19213.by1000.	30.64	142070
NA19214.by1000.	42.45	142070
NA19215.by1000.	33.45	142070
NA19221.by1000.	33.2	142070
NA19222.by1000.	33.97	142070
NA19223.by1000.	35.29	142070
NA19224.by1000.	34.3	142070
NA19225.by1000.	31.41	142070
NA19226.by1000.	34.69	142070
NA19235.by1000.	31.74	142070
NA19236.by1000.	33.8	142070
NA19237.by1000.	34.51	142070
NA19238.by1000.	41.34	142070
NA19239.by1000.	31.51	142070
NA19240.by1000.	32.57	142070
NA19247.by1000.	30.25	142070
NA19248.by1000.	35.16	142070
NA19249.by1000.	31.45	142070
NA19256.by1000.	30.1	142070
NA19257.by1000.	36.09	142070
NA19258.by1000.	34.62	142070
NA19307.by1000.	34.52	142070
NA19308.by1000.	43.25	142070
NA19309.by1000.	31.46	142070
NA19310.by1000.	31.97	142070
NA19312.by1000.	33.83	142070
NA19314.by1000.	38.61	142070
NA19315.by1000.	34.99	142070
NA19316.by1000.	36.48	142070
NA19317.by1000.	34.42	142070
NA19318.by1000.	35.99	142070
NA19319.by1000.	35.41	142070
NA19320.by1000.	32.35	142070
NA19321.by1000.	32.47	142070
NA19323.by1000.	32.84	142070
NA19324.by1000.	31.95	142070
NA19327.by1000.	39.14	142070
NA19328.by1000.	42.83	142070
NA19331.by1000.	34.35	142070
NA19332.by1000.	34.13	142070
NA19334.by1000.	33.46	142070
NA19338.by1000.	31.55	142070
NA19346.by1000.	32.87	142070
NA19347.by1000.	34.4	142070
NA19350.by1000.	31.51	142070
NA19351.by1000.	33.36	142070
NA19355.by1000.	34.0	142070
NA19360.by1000.	31.93	142070
NA19372.by1000.	34.15	142070
NA19374.by1000.	63.4	142070
NA19375.by1000.	33.82	142070
NA19376.by1000.	33.82	142070
NA19377.by1000.	33.71	142070
NA19378.by1000.	29.99	142070
NA19379.by1000.	34.51	142070
NA19380.by1000.	33.05	142070
NA19383.by1000.	34.81	142070
NA19384.by1000.	32.28	142070
NA19385.by1000.	32.22	142070
NA19390.by1000.	31.42	142070
NA19391.by1000.	32.67	142070
NA19393.by1000.	34.7	142070
NA19394.by1000.	32.84	142070
NA19395.by1000.	35.56	142070
NA19397.by1000.	33.83	142070
NA19399.by1000.	31.22	142070
NA19401.by1000.	33.11	142070
NA19403.by1000.	34.18	142070
NA19404.by1000.	32.54	142070
NA19428.by1000.	33.31	142070
NA19429.by1000.	33.16	142070
NA19430.by1000.	32.97	142070
NA19431.by1000.	33.24	142070
NA19434.by1000.	33.68	142070
NA19435.by1000.	32.63	142070
NA19436.by1000.	32.31	142070
NA19437.by1000.	31.97	142070
NA19438.by1000.	34.09	142070
NA19439.by1000.	33.46	142070
NA19440.by1000.	32.88	142070
NA19443.by1000.	32.42	142070
NA19445.by1000.	31.58	142070
NA19446.by1000.	34.2	142070
NA19448.by1000.	33.18	142070
NA19449.by1000.	32.48	142070
NA19451.by1000.	34.32	142070
NA19452.by1000.	33.72	142070
NA19454.by1000.	33.82	142070
NA19455.by1000.	32.15	142070
NA19456.by1000.	32.73	142070
NA19457.by1000.	32.245000000000005	142070
NA19461.by1000.	33.71	142070
NA19462.by1000.	34.84	142070
NA19463.by1000.	32.47	142070
NA19466.by1000.	34.28	142070
NA19467.by1000.	33.3	142070
NA19468.by1000.	33.08	142070
NA19471.by1000.	32.63	142070
NA19472.by1000.	29.86	142070
NA19473.by1000.	32.23	142070
NA19474.by1000.	32.6	142070
NA19475.by1000.	31.82	142070
NA19625.by1000.	32.66	142070
NA19648.by1000.	32.82	142070
NA19649.by1000.	29.7	142070
NA19650.by1000.	35.35	142070
NA19651.by1000.	30.42	142070
NA19652.by1000.	31.91	142070
NA19653.by1000.	33.77	142070
NA19654.by1000.	31.95	142070
NA19655.by1000.	34.51	142070
NA19656.by1000.	34.43	142070
NA19657.by1000.	29.58	142070
NA19658.by1000.	32.21	142070
NA19659.by1000.	33.27	142070
NA19660.by1000.	34.23	142070
NA19661.by1000.	31.83	142070
NA19662.by1000.	34.12	142070
NA19663.by1000.	29.61	142070
NA19664.by1000.	29.92	142070
NA19665.by1000.	32.92	142070
NA19669.by1000.	32.27	142070
NA19670.by1000.	34.18	142070
NA19671.by1000.	33.84	142070
NA19675.by1000.	35.78	142070
NA19676.by1000.	31.01	142070
NA19677.by1000.	32.26	142070
NA19678.by1000.	44.74	142070
NA19679.by1000.	33.11	142070
NA19680.by1000.	34.52	142070
NA19681.by1000.	30.34	142070
NA19682.by1000.	32.69	142070
NA19683.by1000.	33.64	142070
NA19684.by1000.	33.0	142070
NA19685.by1000.	35.1	142070
NA19686.by1000.	33.35	142070
NA19700.by1000.	32.75	142070
NA19701.by1000.	33.18	142070
NA19702.by1000.	34.52	142070
NA19703.by1000.	34.63	142070
NA19704.by1000.	32.4	142070
NA19705.by1000.	34.79	142070
NA19707.by1000.	30.94	142070
NA19711.by1000.	32.06	142070
NA19712.by1000.	30.61	142070
NA19713.by1000.	32.13	142070
NA19716.by1000.	31.03	142070
NA19717.by1000.	34.17	142070
NA19718.by1000.	33.5	142070
NA19719.by1000.	34.49	142070
NA19720.by1000.	36.85	142070
NA19721.by1000.	33.19	142070
NA19722.by1000.	31.57	142070
NA19723.by1000.	32.8	142070
NA19724.by1000.	34.32	142070
NA19725.by1000.	30.18	142070
NA19726.by1000.	33.15	142070
NA19727.by1000.	34.43	142070
NA19728.by1000.	32.92	142070
NA19729.by1000.	31.58	142070
NA19730.by1000.	33.6	142070
NA19731.by1000.	31.66	142070
NA19732.by1000.	31.48	142070
NA19733.by1000.	33.58	142070
NA19734.by1000.	30.39	142070
NA19735.by1000.	31.96	142070
NA19740.by1000.	31.35	142070
NA19741.by1000.	30.19	142070
NA19746.by1000.	33.08	142070
NA19747.by1000.	32.57	142070
NA19748.by1000.	34.42	142070
NA19749.by1000.	29.63	142070
NA19750.by1000.	32.06	142070
NA19751.by1000.	34.12	142070
NA19752.by1000.	31.27	142070
NA19755.by1000.	30.41	142070
NA19756.by1000.	31.33	142070
NA19757.by1000.	33.58	142070
NA19758.by1000.	33.36	142070
NA19759.by1000.	31.18	142070
NA19760.by1000.	32.85	142070
NA19761.by1000.	30.02	142070
NA19762.by1000.	42.185	142070
NA19763.by1000.	32.33	142070
NA19764.by1000.	30.75	142070
NA19770.by1000.	31.61	142070
NA19771.by1000.	30.49	142070
NA19772.by1000.	35.41	142070
NA19773.by1000.	31.15	142070
NA19774.by1000.	31.26	142070
NA19775.by1000.	32.72	142070
NA19776.by1000.	31.6	142070
NA19777.by1000.	33.53	142070
NA19778.by1000.	33.98	142070
NA19779.by1000.	30.4	142070
NA19780.by1000.	32.1	142070
NA19781.by1000.	34.67	142070
NA19782.by1000.	32.12	142070
NA19783.by1000.	31.53	142070
NA19784.by1000.	34.65	142070
NA19785.by1000.	31.65	142070
NA19786.by1000.	31.8	142070
NA19787.by1000.	33.9	142070
NA19788.by1000.	31.48	142070
NA19789.by1000.	30.37	142070
NA19790.by1000.	32.72	142070
NA19792.by1000.	32.12	142070
NA19794.by1000.	35.15	142070
NA19795.by1000.	31.77	142070
NA19796.by1000.	34.47	142070
NA19818.by1000.	32.89	142070
NA19819.by1000.	33.7	142070
NA19828.by1000.	34.25	142070
NA19834.by1000.	41.89	142070
NA19835.by1000.	41.69	142070
NA19836.by1000.	33.1	142070
NA19900.by1000.	33.91	142070
NA19901.by1000.	33.0	142070
NA19902.by1000.	32.21	142070
NA19904.by1000.	30.86	142070
NA19908.by1000.	35.81	142070
NA19909.by1000.	31.44	142070
NA19913.by1000.	31.55	142070
NA19914.by1000.	30.94	142070
NA19916.by1000.	41.2	142070
NA19917.by1000.	32.79	142070
NA19918.by1000.	33.08	142070
NA19919.by1000.	35.27	142070
NA19920.by1000.	34.0	142070
NA19921.by1000.	30.55	142070
NA19922.by1000.	35.5	142070
NA19923.by1000.	34.53	142070
NA19924.by1000.	33.74	142070
NA19982.by1000.	32.8	142070
NA19983.by1000.	33.22	142070
NA19984.by1000.	34.22	142070
NA20126.by1000.	32.24	142070
NA20127.by1000.	41.19	142070
NA20128.by1000.	32.71	142070
NA20129.by1000.	34.06	142070
NA20274.by1000.	32.18	142070
NA20276.by1000.	31.71	142070
NA20278.by1000.	32.32	142070
NA20279.by1000.	33.53	142070
NA20281.by1000.	30.91	142070
NA20282.by1000.	31.64	142070
NA20287.by1000.	54.53	142070
NA20289.by1000.	36.45	142070
NA20291.by1000.	30.97	142070
NA20294.by1000.	33.54	142070
NA20296.by1000.	31.15	142070
NA20298.by1000.	34.49	142070
NA20299.by1000.	30.05	142070
NA20314.by1000.	31.18	142070
NA20317.by1000.	32.32	142070
NA20318.by1000.	36.16	142070
NA20320.by1000.	29.22	142070
NA20321.by1000.	31.6	142070
NA20332.by1000.	29.56	142070
NA20334.by1000.	34.19	142070
NA20339.by1000.	33.79	142070
NA20340.by1000.	34.42	142070
NA20342.by1000.	32.94	142070
NA20346.by1000.	33.14	142070
NA20348.by1000.	34.88	142070
NA20351.by1000.	34.21	142070
NA20355.by1000.	33.74	142070
NA20356.by1000.	32.95	142070
NA20357.by1000.	33.65	142070
NA20358.by1000.	35.45	142070
NA20359.by1000.	32.08	142070
NA20362.by1000.	35.55	142070
NA20412.by1000.	34.65	142070
NA20502.by1000.	34.58	142070
NA20503.by1000.	36.04	142070
NA20504.by1000.	33.7	142070
NA20505.by1000.	32.23	142070
NA20506.by1000.	34.26	142070
NA20507.by1000.	32.23	142070
NA20508.by1000.	31.79	142070
NA20509.by1000.	35.05	142070
NA20510.by1000.	30.37	142070
NA20511.by1000.	32.41	142070
NA20512.by1000.	33.69	142070
NA20513.by1000.	32.59	142070
NA20514.by1000.	32.86	142070
NA20515.by1000.	30.7	142070
NA20516.by1000.	33.44	142070
NA20517.by1000.	32.05	142070
NA20518.by1000.	32.78	142070
NA20519.by1000.	32.46	142070
NA20520.by1000.	39.91	142070
NA20521.by1000.	35.27	142070
NA20522.by1000.	31.53	142070
NA20524.by1000.	35.36	142070
NA20525.by1000.	33.69	142070
NA20527.by1000.	32.7	142070
NA20528.by1000.	32.6	142070
NA20529.by1000.	32.06	142070
NA20530.by1000.	35.09	142070
NA20531.by1000.	32.08	142070
NA20532.by1000.	32.22	142070
NA20533.by1000.	34.46	142070
NA20534.by1000.	33.45	142070
NA20535.by1000.	33.96	142070
NA20536.by1000.	31.99	142070
NA20538.by1000.	32.85	142070
NA20539.by1000.	32.18	142070
NA20540.by1000.	32.49	142070
NA20541.by1000.	34.17	142070
NA20542.by1000.	33.11	142070
NA20543.by1000.	33.78	142070
NA20544.by1000.	35.14	142070
NA20581.by1000.	34.84	142070
NA20582.by1000.	33.53	142070
NA20585.by1000.	32.83	142070
NA20586.by1000.	32.26	142070
NA20587.by1000.	34.78	142070
NA20588.by1000.	33.73	142070
NA20589.by1000.	33.26	142070
NA20752.by1000.	32.09	142070
NA20753.by1000.	32.77	142070
NA20754.by1000.	34.94	142070
NA20755.by1000.	34.55	142070
NA20756.by1000.	31.95	142070
NA20757.by1000.	34.73	142070
NA20758.by1000.	31.34	142070
NA20759.by1000.	35.69	142070
NA20760.by1000.	33.25	142070
NA20761.by1000.	32.68	142070
NA20762.by1000.	53.43	142070
NA20763.by1000.	39.56	142070
NA20764.by1000.	32.86	142070
NA20765.by1000.	31.71	142070
NA20766.by1000.	32.1	142070
NA20767.by1000.	32.48	142070
NA20768.by1000.	32.05	142070
NA20769.by1000.	32.81	142070
NA20770.by1000.	34.5	142070
NA20771.by1000.	38.41	142070
NA20772.by1000.	29.92	142070
NA20773.by1000.	32.92	142070
NA20774.by1000.	33.51	142070
NA20775.by1000.	34.95	142070
NA20778.by1000.	35.12	142070
NA20783.by1000.	34.31	142070
NA20785.by1000.	39.02	142070
NA20786.by1000.	33.69	142070
NA20787.by1000.	34.57	142070
NA20790.by1000.	34.16	142070
NA20792.by1000.	36.36	142070
NA20795.by1000.	33.68	142070
NA20796.by1000.	34.15	142070
NA20797.by1000.	32.44	142070
NA20798.by1000.	32.26	142070
NA20799.by1000.	32.38	142070
NA20800.by1000.	35.06	142070
NA20801.by1000.	33.96	142070
NA20802.by1000.	32.79	142070
NA20803.by1000.	34.2	142070
NA20804.by1000.	30.29	142070
NA20805.by1000.	34.83	142070
NA20806.by1000.	35.28	142070
NA20807.by1000.	33.66	142070
NA20808.by1000.	36.16	142070
NA20809.by1000.	33.83	142070
NA20810.by1000.	34.82	142070
NA20811.by1000.	34.63	142070
NA20812.by1000.	34.0	142070
NA20813.by1000.	34.06	142070
NA20814.by1000.	34.47	142070
NA20815.by1000.	31.12	142070
NA20818.by1000.	34.05	142070
NA20819.by1000.	31.2	142070
NA20821.by1000.	32.54	142070
NA20822.by1000.	33.06	142070
NA20826.by1000.	37.06	142070
NA20827.by1000.	42.41	142070
NA20828.by1000.	33.4	142070
NA20832.by1000.	33.24	142070
NA20845.by1000.	33.63	142070
NA20846.by1000.	32.54	142070
NA20847.by1000.	31.63	142070
NA20849.by1000.	32.65	142070
NA20850.by1000.	46.84	142070
NA20851.by1000.	31.35	142070
NA20852.by1000.	30.83	142070
NA20853.by1000.	33.54	142070
NA20854.by1000.	33.67	142070
NA20856.by1000.	32.46	142070
NA20858.by1000.	33.49	142070
NA20859.by1000.	36.36	142070
NA20861.by1000.	31.15	142070
NA20862.by1000.	31.32	142070
NA20863.by1000.	34.5	142070
NA20864.by1000.	35.69	142070
NA20866.by1000.	35.21	142070
NA20867.by1000.	33.09	142070
NA20868.by1000.	35.93	142070
NA20869.by1000.	37.19	142070
NA20870.by1000.	32.51	142070
NA20872.by1000.	29.96	142070
NA20874.by1000.	33.37	142070
NA20875.by1000.	37.73	142070
NA20876.by1000.	32.67	142070
NA20877.by1000.	31.42	142070
NA20878.by1000.	36.48	142070
NA20881.by1000.	33.53	142070
NA20882.by1000.	40.05	142070
NA20884.by1000.	31.89	142070
NA20885.by1000.	30.9	142070
NA20886.by1000.	34.24	142070
NA20887.by1000.	33.88	142070
NA20888.by1000.	33.39	142070
NA20889.by1000.	33.9	142070
NA20890.by1000.	32.68	142070
NA20891.by1000.	30.86	142070
NA20892.by1000.	31.6	142070
NA20894.by1000.	31.87	142070
NA20895.by1000.	32.94	142070
NA20896.by1000.	31.53	142070
NA20897.by1000.	32.66	142070
NA20899.by1000.	32.58	142070
NA20900.by1000.	31.65	142070
NA20901.by1000.	33.79	142070
NA20902.by1000.	34.59	142070
NA20903.by1000.	35.54	142070
NA20904.by1000.	37.13	142070
NA20905.by1000.	49.48	142070
NA20906.by1000.	39.02	142070
NA20908.by1000.	30.88	142070
NA20910.by1000.	33.79	142070
NA20911.by1000.	31.81	142070
NA21086.by1000.	38.34	142070
NA21087.by1000.	32.94	142070
NA21088.by1000.	35.6	142070
NA21089.by1000.	32.0	142070
NA21090.by1000.	32.33	142070
NA21091.by1000.	33.63	142070
NA21092.by1000.	30.79	142070
NA21093.by1000.	43.36	142070
NA21094.by1000.	45.33	142070
NA21095.by1000.	30.18	142070
NA21097.by1000.	31.91	142070
NA21098.by1000.	31.51	142070
NA21099.by1000.	33.175	142070
NA21100.by1000.	31.26	142070
NA21101.by1000.	39.11	142070
NA21102.by1000.	40.73	142070
NA21103.by1000.	31.07	142070
NA21104.by1000.	32.3	142070
NA21105.by1000.	37.77	142070
NA21106.by1000.	54.17	142070
NA21107.by1000.	31.63	142070
NA21108.by1000.	31.93	142070
NA21109.by1000.	33.8	142070
NA21110.by1000.	48.22	142070
NA21111.by1000.	30.67	142070
NA21112.by1000.	34.21	142070
NA21113.by1000.	31.24	142070
NA21114.by1000.	31.64	142070
NA21115.by1000.	39.57	142070
NA21116.by1000.	32.8	142070
NA21117.by1000.	31.07	142070
NA21118.by1000.	31.83	142070
NA21119.by1000.	31.09	142070
NA21120.by1000.	35.47	142070
NA21122.by1000.	31.7	142070
NA21123.by1000.	35.44	142070
NA21124.by1000.	33.555	142070
NA21125.by1000.	34.74	142070
NA21126.by1000.	31.7	142070
NA21127.by1000.	39.73	142070
NA21128.by1000.	40.88	142070
NA21129.by1000.	29.93	142070
NA21130.by1000.	32.39	142070
NA21133.by1000.	43.59	142070
NA21135.by1000.	35.49	142070
NA21137.by1000.	31.23	142070
NA21141.by1000.	36.08	142070
NA21142.by1000.	38.4	142070
NA21143.by1000.	39.18	142070
NA21144.by1000.	29.87	142070
