SAMPLE	AUTO_HQ_median	N_BINS
HG01842.by1000.	33.06	142070
HG01843.by1000.	33.08	142070
HG01844.by1000.	32.38	142070
HG01845.by1000.	32.94	142070
HG01846.by1000.	32.78	142070
HG01847.by1000.	34.09	142070
HG01848.by1000.	35.3	142070
HG01849.by1000.	34.77	142070
HG01850.by1000.	35.85	142070
HG01851.by1000.	33.25	142070
HG01852.by1000.	33.9	142070
HG01853.by1000.	33.15	142070
HG01855.by1000.	34.74	142070
HG01857.by1000.	32.87	142070
HG01858.by1000.	34.59	142070
HG01859.by1000.	32.07	142070
HG01860.by1000.	32.64	142070
HG01861.by1000.	34.74	142070
HG01862.by1000.	34.25	142070
HG01863.by1000.	33.53	142070
HG01864.by1000.	34.59	142070
HG01865.by1000.	34.19	142070
HG01866.by1000.	33.76	142070
HG01867.by1000.	33.29	142070
HG01868.by1000.	33.04	142070
HG01869.by1000.	31.44	142070
HG01870.by1000.	31.87	142070
HG01871.by1000.	33.19	142070
HG01872.by1000.	34.16	142070
HG01873.by1000.	33.98	142070
HG01874.by1000.	33.24	142070
HG01878.by1000.	33.95	142070
HG01879.by1000.	32.73	142070
HG01880.by1000.	30.12	142070
HG01881.by1000.	34.33	142070
HG01882.by1000.	33.09	142070
HG01883.by1000.	32.91	142070
HG01884.by1000.	34.59	142070
HG01885.by1000.	32.94	142070
HG01886.by1000.	33.92	142070
HG01887.by1000.	35.94	142070
HG01888.by1000.	35.91	142070
HG01889.by1000.	30.23	142070
HG01890.by1000.	32.83	142070
HG01891.by1000.	33.44	142070
HG01892.by1000.	32.3	142070
HG01893.by1000.	30.48	142070
HG01894.by1000.	42.12	142070
HG01895.by1000.	36.75	142070
HG01896.by1000.	32.14	142070
HG01897.by1000.	35.7	142070
HG01898.by1000.	34.35	142070
HG01912.by1000.	30.26	142070
HG01914.by1000.	30.56	142070
HG01915.by1000.	30.4	142070
HG01916.by1000.	30.02	142070
HG01917.by1000.	31.41	142070
HG01918.by1000.	32.32	142070
HG01919.by1000.	33.98	142070
HG01920.by1000.	31.81	142070
HG01921.by1000.	31.4	142070
HG01922.by1000.	34.89	142070
HG01923.by1000.	30.92	142070
HG01924.by1000.	33.42	142070
HG01925.by1000.	35.82	142070
HG01926.by1000.	32.91	142070
HG01927.by1000.	34.22	142070
HG01928.by1000.	36.38	142070
HG01932.by1000.	32.6	142070
HG01933.by1000.	32.79	142070
HG01934.by1000.	37.04	142070
HG01935.by1000.	35.09	142070
HG01936.by1000.	31.52	142070
HG01937.by1000.	34.77	142070
HG01938.by1000.	34.88	142070
HG01939.by1000.	34.66	142070
HG01940.by1000.	34.62	142070
HG01941.by1000.	34.98	142070
HG01942.by1000.	33.54	142070
HG01943.by1000.	33.52	142070
HG01944.by1000.	34.22	142070
HG01945.by1000.	33.06	142070
HG01946.by1000.	35.98	142070
HG01947.by1000.	30.51	142070
HG01948.by1000.	34.93	142070
HG01949.by1000.	33.58	142070
HG01950.by1000.	30.65	142070
HG01951.by1000.	30.68	142070
HG01952.by1000.	34.67	142070
HG01953.by1000.	34.65	142070
HG01954.by1000.	31.06	142070
HG01955.by1000.	35.63	142070
HG01956.by1000.	32.78	142070
HG01958.by1000.	33.12	142070
HG01959.by1000.	34.37	142070
HG01960.by1000.	36.28	142070
HG01961.by1000.	30.11	142070
HG01965.by1000.	31.35	142070
HG01967.by1000.	30.69	142070
HG01968.by1000.	33.69	142070
HG01969.by1000.	35.34	142070
HG01970.by1000.	31.67	142070
HG01971.by1000.	33.62	142070
HG01972.by1000.	35.04	142070
HG01973.by1000.	29.57	142070
HG01974.by1000.	30.23	142070
HG01975.by1000.	35.72	142070
HG01976.by1000.	32.38	142070
HG01977.by1000.	30.46	142070
HG01978.by1000.	36.63	142070
HG01979.by1000.	34.5	142070
HG01980.by1000.	29.52	142070
HG01981.by1000.	34.17	142070
HG01982.by1000.	33.7	142070
HG01983.by1000.	36.71	142070
HG01984.by1000.	32.15	142070
HG01985.by1000.	29.74	142070
HG01986.by1000.	30.05	142070
HG01987.by1000.	35.04	142070
HG01988.by1000.	31.19	142070
HG01989.by1000.	30.97	142070
HG01990.by1000.	30.77	142070
HG01991.by1000.	30.34	142070
HG01992.by1000.	29.97	142070
HG01993.by1000.	34.19	142070
HG01997.by1000.	29.82	142070
HG01998.by1000.	35.78	142070
HG02002.by1000.	33.45	142070
HG02003.by1000.	30.92	142070
HG02004.by1000.	34.85	142070
HG02006.by1000.	33.78	142070
HG02008.by1000.	30.1	142070
HG02009.by1000.	29.81	142070
HG02010.by1000.	29.96	142070
HG02011.by1000.	34.76	142070
HG02012.by1000.	39.8	142070
HG02013.by1000.	33.75	142070
HG02014.by1000.	31.56	142070
HG02015.by1000.	35.66	142070
HG02016.by1000.	29.86	142070
HG02017.by1000.	30.17	142070
HG02018.by1000.	34.54	142070
HG02019.by1000.	30.1	142070
HG02020.by1000.	30.72	142070
HG02023.by1000.	31.97	142070
HG02024.by1000.	33.27	142070
HG02025.by1000.	32.59	142070
HG02026.by1000.	29.49	142070
HG02027.by1000.	35.09	142070
HG02028.by1000.	29.93	142070
HG02029.by1000.	32.5	142070
HG02030.by1000.	34.58	142070
HG02031.by1000.	31.41	142070
HG02032.by1000.	32.81	142070
HG02035.by1000.	34.16	142070
HG02040.by1000.	33.38	142070
HG02047.by1000.	33.83	142070
HG02048.by1000.	32.04	142070
HG02049.by1000.	33.25	142070
HG02050.by1000.	37.27	142070
HG02051.by1000.	34.47	142070
HG02052.by1000.	30.93	142070
HG02053.by1000.	30.54	142070
HG02054.by1000.	29.99	142070
HG02055.by1000.	34.15	142070
HG02056.by1000.	33.81	142070
HG02057.by1000.	32.67	142070
HG02058.by1000.	34.41	142070
HG02059.by1000.	34.63	142070
HG02060.by1000.	32.59	142070
HG02061.by1000.	35.29	142070
HG02064.by1000.	30.75	142070
HG02067.by1000.	33.22	142070
HG02068.by1000.	34.03	142070
HG02069.by1000.	29.47	142070
HG02070.by1000.	30.98	142070
HG02071.by1000.	33.0	142070
HG02072.by1000.	32.93	142070
HG02073.by1000.	32.59	142070
HG02074.by1000.	39.88	142070
HG02075.by1000.	32.18	142070
HG02076.by1000.	33.74	142070
HG02077.by1000.	35.58	142070
HG02078.by1000.	30.2	142070
HG02079.by1000.	30.87	142070
HG02080.by1000.	34.75	142070
HG02081.by1000.	30.53	142070
HG02082.by1000.	30.31	142070
HG02083.by1000.	34.61	142070
HG02084.by1000.	30.23	142070
HG02085.by1000.	31.21	142070
HG02086.by1000.	30.93	142070
HG02087.by1000.	33.38	142070
HG02088.by1000.	34.23	142070
HG02089.by1000.	30.47	142070
HG02090.by1000.	31.52	142070
HG02091.by1000.	35.25	142070
HG02095.by1000.	32.67	142070
HG02102.by1000.	31.51	142070
HG02104.by1000.	34.47	142070
HG02105.by1000.	30.36	142070
HG02106.by1000.	37.82	142070
HG02107.by1000.	42.66	142070
HG02108.by1000.	32.76	142070
HG02111.by1000.	32.99	142070
HG02113.by1000.	32.1	142070
HG02116.by1000.	31.89	142070
HG02120.by1000.	34.92	142070
HG02121.by1000.	30.11	142070
HG02122.by1000.	32.92	142070
HG02126.by1000.	35.53	142070
HG02127.by1000.	33.32	142070
HG02128.by1000.	32.3	142070
HG02129.by1000.	35.75	142070
HG02130.by1000.	32.83	142070
HG02131.by1000.	32.93	142070
HG02132.by1000.	35.34	142070
HG02133.by1000.	34.43	142070
HG02134.by1000.	32.96	142070
HG02135.by1000.	35.77	142070
HG02136.by1000.	31.85	142070
HG02137.by1000.	32.82	142070
HG02138.by1000.	33.47	142070
HG02139.by1000.	33.63	142070
HG02140.by1000.	33.49	142070
HG02141.by1000.	32.46	142070
HG02142.by1000.	33.61	142070
HG02143.by1000.	43.76	142070
HG02144.by1000.	29.68	142070
HG02145.by1000.	34.25	142070
HG02146.by1000.	30.7	142070
HG02147.by1000.	33.07	142070
HG02148.by1000.	31.95	142070
HG02150.by1000.	33.36	142070
HG02151.by1000.	33.96	142070
HG02152.by1000.	32.47	142070
HG02153.by1000.	33.56	142070
HG02154.by1000.	33.2	142070
HG02155.by1000.	31.13	142070
HG02156.by1000.	33.22	142070
HG02164.by1000.	36.86	142070
HG02165.by1000.	32.81	142070
HG02166.by1000.	31.97	142070
HG02178.by1000.	32.27	142070
HG02179.by1000.	32.36	142070
HG02180.by1000.	33.61	142070
HG02181.by1000.	32.41	142070
HG02182.by1000.	34.13	142070
HG02184.by1000.	33.55	142070
HG02185.by1000.	32.905	142070
HG02186.by1000.	32.92	142070
HG02187.by1000.	31.6	142070
HG02188.by1000.	32.14	142070
HG02190.by1000.	33.12	142070
HG02215.by1000.	34.11	142070
HG02219.by1000.	36.42	142070
HG02220.by1000.	32.35	142070
HG02221.by1000.	32.54	142070
HG02222.by1000.	34.58	142070
HG02223.by1000.	32.07	142070
HG02224.by1000.	33.06	142070
HG02225.by1000.	32.85	142070
HG02229.by1000.	33.58	142070
HG02230.by1000.	33.14	142070
HG02231.by1000.	31.25	142070
HG02232.by1000.	32.49	142070
HG02233.by1000.	33.16	142070
HG02234.by1000.	34.01	142070
HG02235.by1000.	31.81	142070
HG02236.by1000.	33.5	142070
HG02237.by1000.	32.96	142070
HG02238.by1000.	32.96	142070
HG02239.by1000.	31.68	142070
HG02240.by1000.	33.8	142070
HG02250.by1000.	32.21	142070
HG02252.by1000.	35.65	142070
HG02253.by1000.	32.69	142070
HG02255.by1000.	32.77	142070
HG02256.by1000.	30.89	142070
HG02257.by1000.	34.58	142070
HG02258.by1000.	34.75	142070
HG02259.by1000.	34.28	142070
HG02260.by1000.	34.35	142070
HG02261.by1000.	33.82	142070
HG02262.by1000.	36.71	142070
HG02265.by1000.	30.91	142070
HG02266.by1000.	32.91	142070
HG02271.by1000.	33.55	142070
HG02272.by1000.	34.82	142070
HG02273.by1000.	32.67	142070
HG02274.by1000.	34.18	142070
HG02275.by1000.	32.11	142070
HG02277.by1000.	32.54	142070
HG02278.by1000.	31.63	142070
HG02279.by1000.	34.97	142070
HG02280.by1000.	36.78	142070
HG02281.by1000.	30.19	142070
HG02282.by1000.	33.44	142070
HG02283.by1000.	33.04	142070
HG02284.by1000.	32.84	142070
HG02285.by1000.	32.1	142070
HG02286.by1000.	31.26	142070
HG02287.by1000.	33.92	142070
HG02291.by1000.	32.41	142070
HG02292.by1000.	34.21	142070
HG02293.by1000.	33.42	142070
HG02298.by1000.	31.59	142070
HG02299.by1000.	32.24	142070
HG02300.by1000.	34.99	142070
HG02301.by1000.	31.75	142070
HG02302.by1000.	34.87	142070
HG02303.by1000.	33.68	142070
HG02304.by1000.	33.0	142070
HG02307.by1000.	32.33	142070
HG02308.by1000.	32.35	142070
HG02309.by1000.	31.18	142070
HG02312.by1000.	32.5	142070
HG02314.by1000.	32.76	142070
HG02315.by1000.	30.37	142070
HG02316.by1000.	32.8	142070
HG02317.by1000.	30.29	142070
HG02318.by1000.	30.3	142070
HG02321.by1000.	34.48	142070
HG02322.by1000.	29.9	142070
HG02323.by1000.	33.26	142070
HG02325.by1000.	33.74	142070
HG02330.by1000.	31.48	142070
HG02332.by1000.	34.12	142070
HG02334.by1000.	33.08	142070
HG02337.by1000.	33.47	142070
HG02339.by1000.	30.57	142070
HG02343.by1000.	30.77	142070
HG02345.by1000.	34.53	142070
HG02348.by1000.	29.84	142070
HG02351.by1000.	35.21	142070
HG02353.by1000.	30.98	142070
HG02355.by1000.	31.03	142070
HG02356.by1000.	32.14	142070
HG02360.by1000.	30.76	142070
HG02364.by1000.	34.23	142070
HG02367.by1000.	31.37	142070
HG02371.by1000.	31.75	142070
HG02373.by1000.	48.73	142070
HG02374.by1000.	35.9	142070
HG02375.by1000.	37.35	142070
HG02379.by1000.	30.46	142070
HG02380.by1000.	32.82	142070
HG02382.by1000.	31.07	142070
HG02383.by1000.	31.24	142070
HG02384.by1000.	29.99	142070
HG02385.by1000.	29.86	142070
HG02386.by1000.	30.57	142070
HG02389.by1000.	29.65	142070
HG02390.by1000.	29.64	142070
HG02391.by1000.	31.64	142070
HG02392.by1000.	33.25	142070
HG02394.by1000.	32.12	142070
HG02395.by1000.	32.6	142070
HG02396.by1000.	32.67	142070
HG02397.by1000.	31.18	142070
HG02398.by1000.	30.09	142070
HG02399.by1000.	31.29	142070
HG02401.by1000.	31.455	142070
HG02402.by1000.	30.48	142070
HG02406.by1000.	32.07	142070
HG02407.by1000.	32.31	142070
HG02408.by1000.	30.62	142070
HG02409.by1000.	32.51	142070
HG02410.by1000.	33.44	142070
HG02419.by1000.	30.64	142070
HG02420.by1000.	31.1	142070
HG02425.by1000.	32.55	142070
HG02427.by1000.	32.1	142070
HG02429.by1000.	33.09	142070
HG02433.by1000.	33.23	142070
HG02439.by1000.	33.48	142070
HG02442.by1000.	31.98	142070
HG02445.by1000.	35.85	142070
HG02449.by1000.	34.81	142070
HG02450.by1000.	33.92	142070
HG02451.by1000.	34.7	142070
HG02455.by1000.	34.42	142070
HG02461.by1000.	34.96	142070
HG02462.by1000.	34.04	142070
HG02463.by1000.	36.4	142070
HG02464.by1000.	30.62	142070
HG02465.by1000.	31.01	142070
HG02466.by1000.	36.94	142070
HG02470.by1000.	32.66	142070
HG02471.by1000.	34.34	142070
HG02476.by1000.	34.14	142070
HG02477.by1000.	33.43	142070
HG02479.by1000.	33.0	142070
HG02481.by1000.	32.66	142070
HG02484.by1000.	33.96	142070
HG02485.by1000.	31.54	142070
HG02489.by1000.	34.62	142070
HG02490.by1000.	35.46	142070
HG02491.by1000.	33.42	142070
HG02492.by1000.	34.63	142070
HG02493.by1000.	32.57	142070
HG02494.by1000.	34.37	142070
HG02495.by1000.	36.94	142070
HG02496.by1000.	32.12	142070
HG02497.by1000.	32.99	142070
HG02501.by1000.	32.48	142070
HG02502.by1000.	30.75	142070
HG02505.by1000.	30.71	142070
HG02508.by1000.	32.81	142070
HG02511.by1000.	37.29	142070
HG02512.by1000.	34.51	142070
HG02513.by1000.	33.98	142070
HG02514.by1000.	36.76	142070
HG02521.by1000.	33.5	142070
HG02522.by1000.	30.37	142070
HG02523.by1000.	33.46	142070
HG02524.by1000.	33.05	142070
HG02525.by1000.	32.81	142070
HG02526.by1000.	32.26	142070
HG02536.by1000.	33.97	142070
HG02537.by1000.	33.76	142070
HG02541.by1000.	32.73	142070
HG02545.by1000.	29.76	142070
HG02546.by1000.	33.08	142070
HG02549.by1000.	34.55	142070
HG02554.by1000.	39.18	142070
HG02555.by1000.	34.57	142070
HG02557.by1000.	32.08	142070
HG02558.by1000.	33.0	142070
HG02561.by1000.	37.17	142070
HG02562.by1000.	38.47	142070
HG02563.by1000.	33.35	142070
HG02568.by1000.	30.64	142070
HG02569.by1000.	36.16	142070
HG02570.by1000.	33.85	142070
HG02571.by1000.	32.32	142070
HG02572.by1000.	33.5	142070
HG02573.by1000.	34.19	142070
HG02574.by1000.	31.21	142070
HG02575.by1000.	38.41	142070
HG02577.by1000.	37.11	142070
HG02580.by1000.	32.77	142070
HG02582.by1000.	31.89	142070
HG02583.by1000.	42.08	142070
HG02584.by1000.	35.42	142070
HG02585.by1000.	30.03	142070
HG02586.by1000.	31.66	142070
HG02587.by1000.	33.72	142070
HG02588.by1000.	33.25	142070
HG02589.by1000.	44.53	142070
HG02590.by1000.	33.43	142070
HG02594.by1000.	30.86	142070
HG02595.by1000.	31.86	142070
HG02596.by1000.	33.48	142070
HG02597.by1000.	32.23	142070
HG02600.by1000.	34.26	142070
HG02601.by1000.	31.09	142070
HG02602.by1000.	34.67	142070
HG02603.by1000.	32.51	142070
HG02604.by1000.	31.9	142070
HG02605.by1000.	34.49	142070
HG02610.by1000.	31.47	142070
HG02611.by1000.	31.95	142070
HG02612.by1000.	35.48	142070
HG02613.by1000.	33.11	142070
HG02614.by1000.	31.51	142070
HG02615.by1000.	36.06	142070
HG02620.by1000.	32.47	142070
HG02621.by1000.	31.04	142070
HG02622.by1000.	36.18	142070
HG02623.by1000.	32.25	142070
HG02624.by1000.	39.1	142070
HG02625.by1000.	34.96	142070
HG02628.by1000.	32.65	142070
HG02629.by1000.	32.28	142070
HG02630.by1000.	36.22	142070
HG02634.by1000.	36.71	142070
HG02635.by1000.	33.91	142070
HG02636.by1000.	36.73	142070
HG02642.by1000.	32.59	142070
HG02643.by1000.	31.43	142070
HG02644.by1000.	36.56	142070
HG02645.by1000.	32.83	142070
HG02646.by1000.	32.44	142070
HG02647.by1000.	37.42	142070
HG02648.by1000.	33.36	142070
HG02649.by1000.	31.27	142070
HG02650.by1000.	36.11	142070
HG02651.by1000.	31.64	142070
HG02652.by1000.	33.12	142070
HG02653.by1000.	34.14	142070
HG02654.by1000.	33.89	142070
HG02655.by1000.	32.35	142070
HG02656.by1000.	36.93	142070
HG02657.by1000.	31.94	142070
HG02658.by1000.	31.98	142070
HG02659.by1000.	35.75	142070
HG02660.by1000.	33.18	142070
HG02661.by1000.	31.81	142070
HG02662.by1000.	34.85	142070
HG02666.by1000.	32.43	142070
HG02667.by1000.	32.0	142070
HG02668.by1000.	31.65	142070
HG02675.by1000.	31.83	142070
HG02676.by1000.	32.29	142070
HG02677.by1000.	34.83	142070
HG02678.by1000.	31.85	142070
HG02679.by1000.	33.31	142070
HG02680.by1000.	32.22	142070
HG02681.by1000.	32.51	142070
HG02682.by1000.	30.95	142070
HG02683.by1000.	30.51	142070
HG02684.by1000.	32.8	142070
HG02685.by1000.	32.88	142070
HG02686.by1000.	36.38	142070
HG02687.by1000.	32.91	142070
HG02688.by1000.	33.0	142070
HG02689.by1000.	35.61	142070
HG02690.by1000.	32.77	142070
HG02691.by1000.	36.48	142070
HG02692.by1000.	37.42	142070
HG02694.by1000.	32.03	142070
HG02696.by1000.	34.9	142070
HG02697.by1000.	31.92	142070
HG02698.by1000.	33.13	142070
HG02699.by1000.	32.46	142070
HG02700.by1000.	31.45	142070
HG02701.by1000.	35.73	142070
HG02702.by1000.	31.27	142070
HG02703.by1000.	30.77	142070
HG02704.by1000.	45.58	142070
HG02715.by1000.	35.8	142070
HG02716.by1000.	33.72	142070
HG02717.by1000.	36.1	142070
HG02721.by1000.	32.51	142070
HG02722.by1000.	31.68	142070
HG02723.by1000.	35.91	142070
HG02724.by1000.	33.58	142070
HG02725.by1000.	35.31	142070
HG02726.by1000.	33.23	142070
HG02727.by1000.	32.93	142070
HG02728.by1000.	39.61	142070
HG02729.by1000.	34.69	142070
HG02731.by1000.	31.61	142070
HG02733.by1000.	32.87	142070
HG02734.by1000.	30.75	142070
HG02735.by1000.	32.9	142070
HG02736.by1000.	32.55	142070
HG02737.by1000.	33.57	142070
HG02738.by1000.	37.72	142070
HG02756.by1000.	32.5	142070
HG02757.by1000.	41.03	142070
HG02759.by1000.	34.26	142070
HG02760.by1000.	29.89	142070
HG02761.by1000.	36.78	142070
HG02762.by1000.	36.19	142070
HG02763.by1000.	38.06	142070
HG02764.by1000.	35.7	142070
HG02768.by1000.	36.09	142070
HG02769.by1000.	36.15	142070
HG02770.by1000.	34.95	142070
HG02771.by1000.	33.04	142070
HG02772.by1000.	34.14	142070
HG02773.by1000.	35.77	142070
HG02774.by1000.	30.81	142070
HG02775.by1000.	31.15	142070
HG02776.by1000.	27.91	142070
HG02778.by1000.	32.12	142070
HG02780.by1000.	38.44	142070
HG02783.by1000.	33.65	142070
HG02784.by1000.	32.81	142070
HG02785.by1000.	34.66	142070
HG02786.by1000.	35.78	142070
HG02787.by1000.	36.85	142070
HG02788.by1000.	33.58	142070
HG02789.by1000.	29.35	142070
HG02790.by1000.	31.59	142070
HG02791.by1000.	35.58	142070
HG02792.by1000.	30.38	142070
HG02793.by1000.	32.38	142070
HG02794.by1000.	36.17	142070
HG02798.by1000.	36.2	142070
HG02799.by1000.	32.61	142070
HG02800.by1000.	36.98	142070
HG02804.by1000.	34.42	142070
HG02805.by1000.	32.88	142070
HG02806.by1000.	35.474999999999994	142070
HG02807.by1000.	42.17	142070
HG02808.by1000.	32.53	142070
HG02809.by1000.	34.51	142070
HG02810.by1000.	32.38	142070
HG02811.by1000.	33.56	142070
HG02812.by1000.	35.67	142070
HG02813.by1000.	30.55	142070
HG02814.by1000.	38.55	142070
HG02815.by1000.	35.55	142070
HG02816.by1000.	35.54	142070
HG02817.by1000.	32.31	142070
HG02818.by1000.	35.16	142070
HG02819.by1000.	34.52	142070
HG02820.by1000.	32.11	142070
HG02821.by1000.	33.67	142070
HG02836.by1000.	33.61	142070
HG02837.by1000.	31.95	142070
HG02838.by1000.	35.6	142070
HG02839.by1000.	34.03	142070
HG02840.by1000.	31.6	142070
HG02841.by1000.	34.69	142070
HG02851.by1000.	29.72	142070
HG02852.by1000.	31.15	142070
HG02853.by1000.	30.55	142070
HG02854.by1000.	34.94	142070
HG02855.by1000.	37.05	142070
HG02856.by1000.	33.35	142070
HG02860.by1000.	33.69	142070
HG02861.by1000.	33.08	142070
HG02862.by1000.	31.98	142070
HG02869.by1000.	35.74	142070
HG02870.by1000.	33.91	142070
HG02871.by1000.	33.15	142070
HG02878.by1000.	33.15	142070
HG02879.by1000.	32.5	142070
HG02880.by1000.	35.69	142070
HG02881.by1000.	32.82	142070
HG02882.by1000.	33.25	142070
HG02883.by1000.	35.84	142070
HG02884.by1000.	31.44	142070
HG02885.by1000.	42.41	142070
HG02886.by1000.	37.04	142070
HG02887.by1000.	32.02	142070
HG02888.by1000.	29.99	142070
HG02889.by1000.	35.33	142070
HG02890.by1000.	30.78	142070
HG02891.by1000.	32.73	142070
HG02892.by1000.	35.02	142070
HG02895.by1000.	37.79	142070
HG02896.by1000.	33.01	142070
HG02897.by1000.	32.51	142070
HG02922.by1000.	31.48	142070
HG02923.by1000.	32.99	142070
HG02924.by1000.	34.31	142070
HG02938.by1000.	36.87	142070
HG02941.by1000.	32.83	142070
HG02943.by1000.	32.77	142070
HG02944.by1000.	36.7	142070
HG02945.by1000.	34.83	142070
HG02946.by1000.	32.86	142070
HG02947.by1000.	32.46	142070
HG02948.by1000.	35.77	142070
HG02952.by1000.	31.86	142070
HG02953.by1000.	31.05	142070
HG02954.by1000.	32.88	142070
HG02964.by1000.	32.04	142070
HG02965.by1000.	34.89	142070
HG02966.by1000.	33.64	142070
HG02968.by1000.	31.51	142070
HG02970.by1000.	30.14	142070
HG02971.by1000.	32.7	142070
HG02972.by1000.	35.78	142070
HG02973.by1000.	30.95	142070
HG02974.by1000.	31.51	142070
HG02975.by1000.	35.32	142070
HG02976.by1000.	34.26	142070
HG02977.by1000.	30.15	142070
HG02978.by1000.	37.33	142070
HG02979.by1000.	33.87	142070
HG02980.by1000.	35.54	142070
HG02981.by1000.	31.63	142070
HG02982.by1000.	30.91	142070
HG02983.by1000.	33.37	142070
HG02984.by1000.	36.95	142070
HG03006.by1000.	39.28	142070
HG03007.by1000.	31.65	142070
HG03008.by1000.	33.5	142070
HG03009.by1000.	30.98	142070
HG03012.by1000.	32.44	142070
HG03015.by1000.	33.22	142070
HG03016.by1000.	33.78	142070
HG03017.by1000.	35.66	142070
HG03018.by1000.	32.69	142070
HG03019.by1000.	32.58	142070
HG03021.by1000.	33.49	142070
HG03022.by1000.	34.79	142070
HG03024.by1000.	32.09	142070
HG03025.by1000.	29.95	142070
HG03026.by1000.	33.97	142070
HG03027.by1000.	30.96	142070
HG03028.by1000.	29.53	142070
HG03029.by1000.	35.68	142070
HG03033.by1000.	34.28	142070
HG03034.by1000.	30.69	142070
HG03035.by1000.	29.6	142070
HG03039.by1000.	31.2	142070
HG03040.by1000.	30.77	142070
HG03041.by1000.	33.37	142070
HG03045.by1000.	33.31	142070
HG03046.by1000.	30.09	142070
HG03047.by1000.	33.01	142070
HG03048.by1000.	33.42	142070
HG03049.by1000.	29.45	142070
HG03050.by1000.	33.46	142070
HG03052.by1000.	31.8	142070
HG03054.by1000.	39.22	142070
HG03055.by1000.	33.91	142070
HG03056.by1000.	28.84	142070
HG03057.by1000.	29.43	142070
HG03058.by1000.	33.19	142070
HG03060.by1000.	33.49	142070
HG03061.by1000.	35.55	142070
HG03063.by1000.	32.51	142070
HG03064.by1000.	34.65	142070
HG03065.by1000.	32.65	142070
HG03066.by1000.	32.63	142070
HG03069.by1000.	38.69	142070
HG03072.by1000.	48.56	142070
HG03073.by1000.	37.81	142070
HG03074.by1000.	31.68	142070
HG03077.by1000.	32.39	142070
HG03078.by1000.	30.84	142070
HG03079.by1000.	29.94	142070
HG03081.by1000.	35.3	142070
HG03082.by1000.	35.585	142070
HG03084.by1000.	31.99	142070
HG03085.by1000.	31.72	142070
HG03086.by1000.	32.52	142070
HG03088.by1000.	33.25	142070
HG03091.by1000.	32.46	142070
HG03095.by1000.	29.97	142070
HG03096.by1000.	31.18	142070
HG03097.by1000.	34.01	142070
HG03098.by1000.	33.73	142070
HG03099.by1000.	33.95	142070
HG03100.by1000.	33.89	142070
HG03101.by1000.	34.67	142070
HG03103.by1000.	45.0	142070
HG03105.by1000.	34.06	142070
HG03108.by1000.	39.78	142070
HG03109.by1000.	34.96	142070
HG03110.by1000.	33.76	142070
HG03111.by1000.	33.92	142070
HG03112.by1000.	32.41	142070
HG03113.by1000.	30.32	142070
HG03114.by1000.	32.06	142070
HG03115.by1000.	29.39	142070
HG03116.by1000.	34.8	142070
HG03117.by1000.	38.18	142070
HG03118.by1000.	32.66	142070
HG03119.by1000.	30.314999999999998	142070
HG03120.by1000.	34.81	142070
HG03121.by1000.	34.0	142070
HG03122.by1000.	31.55	142070
HG03123.by1000.	32.86	142070
HG03124.by1000.	32.8	142070
HG03125.by1000.	34.32	142070
HG03126.by1000.	35.33	142070
HG03127.by1000.	30.33	142070
HG03128.by1000.	32.34	142070
HG03129.by1000.	32.18	142070
HG03130.by1000.	44.25	142070
HG03131.by1000.	32.82	142070
HG03132.by1000.	32.25	142070
HG03133.by1000.	37.76	142070
HG03134.by1000.	30.7	142070
HG03135.by1000.	32.17	142070
HG03136.by1000.	32.31	142070
HG03137.by1000.	31.79	142070
HG03139.by1000.	35.75	142070
HG03157.by1000.	34.82	142070
HG03159.by1000.	34.48	142070
HG03160.by1000.	29.85	142070
HG03161.by1000.	32.45	142070
HG03162.by1000.	31.61	142070
HG03163.by1000.	32.93	142070
HG03164.by1000.	34.62	142070
HG03166.by1000.	32.05	142070
HG03168.by1000.	34.21	142070
HG03169.by1000.	33.88	142070
HG03170.by1000.	32.22	142070
HG03172.by1000.	32.17	142070
HG03175.by1000.	33.48	142070
HG03189.by1000.	31.68	142070
HG03190.by1000.	31.66	142070
HG03191.by1000.	32.86	142070
HG03193.by1000.	33.43	142070
HG03195.by1000.	32.26	142070
HG03196.by1000.	30.82	142070
HG03197.by1000.	32.73	142070
HG03198.by1000.	32.62	142070
HG03199.by1000.	32.17	142070
HG03200.by1000.	31.88	142070
HG03202.by1000.	29.74	142070
HG03209.by1000.	33.59	142070
HG03212.by1000.	33.29	142070
HG03224.by1000.	31.58	142070
HG03225.by1000.	32.41	142070
HG03228.by1000.	30.77	142070
HG03229.by1000.	29.94	142070
HG03230.by1000.	31.61	142070
HG03234.by1000.	33.21	142070
HG03235.by1000.	37.17	142070
HG03236.by1000.	30.59	142070
HG03237.by1000.	33.79	142070
HG03238.by1000.	32.71	142070
HG03239.by1000.	31.88	142070
HG03240.by1000.	32.12	142070
HG03241.by1000.	33.39	142070
HG03242.by1000.	30.69	142070
HG03246.by1000.	31.44	142070
HG03247.by1000.	33.47	142070
HG03248.by1000.	34.16	142070
HG03249.by1000.	34.54	142070
HG03250.by1000.	35.16	142070
HG03251.by1000.	34.32	142070
HG03258.by1000.	36.69	142070
HG03259.by1000.	41.38	142070
HG03260.by1000.	34.67	142070
HG03265.by1000.	31.29	142070
HG03267.by1000.	36.89	142070
HG03268.by1000.	32.72	142070
HG03269.by1000.	32.09	142070
HG03270.by1000.	56.32	142070
